route_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
431-4799,431,"Kenmore South - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/431,E463A4,000000
432-4799,432,"Kenmore - University of Qld Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/432,E463A4,000000
433-4799,433,"Kenmore South - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/433,E463A4,000000
435-4799,435,"Brookfield - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/435,E463A4,000000
443-4799,443,"Moggil - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/443,E463A4,000000
444-4799,444,"Moggill - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/444,E463A4,000000
445-4799,445,"Fig Tree Pocket - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/445,E463A4,000000
446-4799,446,"Kenmore - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/446,E463A4,000000
450-4799,450,"Riverhills - City Express via Mt Ommaney",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/450,E463A4,000000
451-4799,451,"Sinnamon Park - Darra Station",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/451,E463A4,000000
452-4799,452,"Riverhills West - Darra Station",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/452,E463A4,000000
453-4799,453,"Mt Ommaney - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/453,E463A4,000000
454-4799,454,"Riverhills - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/454,E463A4,000000
455-4799,455,"Riverhills - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/455,E463A4,000000
456-4799,456,"Mt Ommaney - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/456,E463A4,000000
460-4799,460,"Heathwood - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/460,E463A4,000000
463-4841,463,"Forest Lake Village - Goodna Station",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/463,E463A4,000000
467-4799,467,"Oxley Station - Mt Ommaney via Sinnamon Park",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/467,E463A4,000000
468-4799,468,"Oxley Station - Indooroopilly",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/468,E463A4,000000
470-4799,470,"Toowong - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/470,E463A4,000000
471-4799,471,"Mt Coot-tha Lookout - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/471,E463A4,000000
475-4799,475,"Rainworth - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/475,E463A4,000000
476-4799,476,"Rainworth - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/476,E463A4,000000
500-4841,500,"Riverlink Shopping Centre - Goodna Station",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/500,E463A4,000000
501-4517,501,"Springfield Central station - Bell Street",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/501,E463A4,000000
502-4841,502,"Bundamba - Riverlink via Blackstone",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/502,E463A4,000000
503-4841,503,"Bundamba - Riverlink via Eastern Heights",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/503,E463A4,000000
506-4841,506,"Riverlink Shopping Centre - Leichhardt & One Mile",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/506,E463A4,000000
509-4841,509,"Yamanto - Riverlink Shopping Centre",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/509,E463A4,000000
512-4841,512,"Brassall - Riverlink Shopping Centre",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/512,E463A4,000000
514-4841,514,"Tivoli - Booval Fair",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/514,E463A4,000000
515-4841,515,"Brassall - Yamanto & Willowbank",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/515,E463A4,000000
520-4517,520,"Goodna station - Eden's Crossing",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/520,E463A4,000000
522-4517,522,"Redbank station - Springfield Central station",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/522,E463A4,000000
523-4517,523,"Mountview shops - Springfield Central station",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/523,E463A4,000000
524-4841,524,"Redbank Plains - Goodna Station",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/524,E463A4,000000
525-4841,525,"Goodna Station - Redbank Square",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/525,E463A4,000000
526-4841,526,"Orion Springfield Central - Redbank Station",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/526,E463A4,000000
527-4841,527,"Orion - Goodna Station via Camira",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/527,E463A4,000000
528-4841,528,"Orion - Springfield Station via Springfield Lakes",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/528,E463A4,000000
529-4841,529,"Toogoolawah - Ipswich",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/529,E463A4,000000
531-4841,531,"Springfield - Yamanto via Ripley Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/531,E463A4,000000
533-4841,533,"Spring Mountain Loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/533,E463A4,000000
534-4827,534,"Browns Plains - Orion Springfield Central",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/534,E463A4,000000
535-4827,535,"Flagstone - Browns Plains",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/535,E463A4,000000
539-2643,539,"Helidon - Rosewood",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/539,E463A4,000000
540-4827,540,"Beaudesert - Browns Plains",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/540,E463A4,000000
541-4827,541,"Greenbank - Browns Plains via Boronia Heights",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/541,E463A4,000000
542-4827,542,"Browns Plains - Park Ridge",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/542,E463A4,000000
543-4827,543,"Browns Plains - Heritage Park",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/543,E463A4,000000
545-4827,545,"Browns Plains - Griffiths University",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/545,E463A4,000000
546-4827,546,"Park Ridge - City via Greenbank & Griffith Uni",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/546,E463A4,000000
547-4827,547,"Browns Plains - Woodridge",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/547,E463A4,000000
550-4678,550,"Springwood - Browns Plains",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/550,E463A4,000000
550-4852,550,"Springwood - Browns Plains",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/550,E463A4,000000
550-4916,550,"Springwood - Browns Plains",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/550,E463A4,000000
551-4852,551,"Brisbane City - Crestmead",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/551,E463A4,000000
551-4916,551,"Brisbane City - Crestmead",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/551,E463A4,000000
552-4678,552,"Kingston - Loganholme",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/552,E463A4,000000
552-4852,552,"Kingston - Loganholme",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/552,E463A4,000000
552-4916,552,"Kingston - Loganholme",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/552,E463A4,000000
553-4678,553,"Trinder Park - Beenleigh",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/553,E463A4,000000
553-4852,553,"Trinder Park - Beenleigh",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/553,E463A4,000000
553-4916,553,"Trinder Park - Beenleigh",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/553,E463A4,000000
554-4678,554,"Griffith Uni - Logan Central",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/554,E463A4,000000
554-4852,554,"Griffith Uni - Logan Central",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/554,E463A4,000000
554-4916,554,"Griffith Uni - Logan Central",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/554,E463A4,000000
555-4678,555,"Brisbane City - Loganholme",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/555,E463A4,000000
555-4852,555,"Brisbane City - Loganholme",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/555,E463A4,000000
555-4916,555,"Brisbane City - Loganholme",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/555,E463A4,000000
560-4678,560,"Browns Plains - Loganholme",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/560,E463A4,000000
560-4852,560,"Browns Plains - Loganholme",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/560,E463A4,000000
560-4916,560,"Browns Plains - Loganholme",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/560,E463A4,000000
561-4852,561,"Brisbane City - Crestmead",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/561,E463A4,000000
561-4916,561,"Brisbane City - Crestmead",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/561,E463A4,000000
562-4678,562,"Loganholme - Beenleigh",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/562,E463A4,000000
562-4852,562,"Loganholme - Beenleigh",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/562,E463A4,000000
562-4916,562,"Loganholme - Beenleigh",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/562,E463A4,000000
563-4678,563,"Holmview Central - Loganholme",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/563,E463A4,000000
563-4852,563,"Holmview Central - Loganholme",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/563,E463A4,000000
563-4916,563,"Holmview Central - Loganholme",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/563,E463A4,000000
565-4678,565,"Loganholme - Windaroo",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/565,E463A4,000000
565-4852,565,"Loganholme - Windaroo",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/565,E463A4,000000
565-4916,565,"Loganholme - Windaroo",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/565,E463A4,000000
567-4678,567,"Beenleigh station - Holmview loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/567,E463A4,000000
567-4852,567,"Beenleigh station - Holmview loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/567,E463A4,000000
567-4916,567,"Beenleigh station - Holmview loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/567,E463A4,000000
569-4852,569,"Brisbane City - Loganholme",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/569,E463A4,000000
569-4916,569,"Brisbane City - Loganholme",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/569,E463A4,000000
570-4678,570,"Loganholme - Cornubia (Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/570,E463A4,000000
570-4852,570,"Loganholme - Cornubia (Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/570,E463A4,000000
570-4916,570,"Loganholme - Cornubia (Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/570,E463A4,000000
572-4678,572,"Springwood - Loganholme",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/572,E463A4,000000
572-4852,572,"Springwood - Loganholme",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/572,E463A4,000000
572-4916,572,"Springwood - Loganholme",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/572,E463A4,000000
573-4852,573,"Brisbane City - Loganholme via Daisy Hill",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/573,E463A4,000000
573-4916,573,"Brisbane City - Loganholme via Daisy Hill",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/573,E463A4,000000
574-4852,574,"Loganholme - Springwood",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/574,E463A4,000000
574-4916,574,"Loganholme - Springwood",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/574,E463A4,000000
575-4852,575,"Brisbane City - Loganholme via Daisy Hill",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/575,E463A4,000000
575-4916,575,"Brisbane City - Loganholme via Daisy Hill",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/575,E463A4,000000
576-4678,576,"Griffith Uni - Springwood",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/576,E463A4,000000
576-4852,576,"Griffith Uni - Springwood",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/576,E463A4,000000
576-4916,576,"Griffith Uni - Springwood",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/576,E463A4,000000
577-4852,577,"Brisbane City - Springwood via Rochedale South",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/577,E463A4,000000
577-4916,577,"Brisbane City - Springwood via Rochedale South",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/577,E463A4,000000
578-4678,578,"Springwood - Griffith Uni",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/578,E463A4,000000
578-4852,578,"Springwood - Griffith Uni",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/578,E463A4,000000
578-4916,578,"Springwood - Griffith Uni",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/578,E463A4,000000
579-4852,579,"Brisbane City - Springwood via Rochedale South",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/579,E463A4,000000
579-4916,579,"Brisbane City - Springwood via Rochedale South",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/579,E463A4,000000
580-4852,580,"Springwood - Meadowbrook",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/580,E463A4,000000
580-4916,580,"Springwood - Meadowbrook",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/580,E463A4,000000
581-4852,581,"Brisbane City - Slacks Creek",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/581,E463A4,000000
581-4916,581,"Brisbane City - Slacks Creek",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/581,E463A4,000000
587-3859,587,"Yarrabilba - Loganlea Station, Hospital and Tafe",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/587,E463A4,000000
590-4799,590,"Garden City - Toombul via Carindale",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/590,E463A4,000000
598-4799,598,"Great Circle Line Anti-Clockwise",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/598,E463A4,000000
599-4799,599,"Great Circle Line Clockwise",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/599,E463A4,000000
600-4715,600,"Caloundra - Maroochydore via Mooloolaba, Kawana",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/600,E463A4,000000
602-4715,602,"Caloundra - Maroochydore via Mountain Creek",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/602,E463A4,000000
603-4715,603,"Little Mountain - Caloundra",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/603,E463A4,000000
604-4715,604,"Caloundra - Bellvista Loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/604,E463A4,000000
605-4715,605,"Caloundra - Landsborough",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/605,E463A4,000000
606-4715,606,"Baringa - Caloundra",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/606,E463A4,000000
607-4715,607,"Caloundra - University via SCUH and Kawana",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/607,E463A4,000000
608-4715,608,"Caloundra - Nirimba",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/608,E463A4,000000
609-4715,609,"Pelican Waters - Caloundra",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/609,E463A4,000000
610-4715,610,"Nambour - Maroochydore via Kunda Park",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/610,E463A4,000000
611-4715,611,"Maroochydore - SCUH via Mooloolaba and Kawana",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/611,E463A4,000000
612-4715,612,"Nambour - Maroochydore via Bli Bli",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/612,E463A4,000000
613-4715,613,"Maroochydore - Alexandra Headland Loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/613,E463A4,000000
614-4715,614,"Kawana - Maroochydore via Mountain Creek",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/614,E463A4,000000
615-4715,615,"Maroochydore - Landsborough via University",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/615,E463A4,000000
616-4715,616,"Maroochydore - University via Alexandra Headland",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/616,E463A4,000000
617-4715,617,"Maroochydore - Sippy Downs via University",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/617,E463A4,000000
618-4715,618,"Sippy Downs - Kawana via University",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/618,E463A4,000000
619-4715,619,"Kawana - Maroochydore via Alexandra Headland",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/619,E463A4,000000
620-4715,620,"Noosa Heads - Maroochydore via Peregian Beach",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/620,E463A4,000000
622-4715,622,"Maroochydore - Noosa Junction via Airport, Coolum",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/622,E463A4,000000
626-4715,626,"Tewantin - Sunrise Beach via Noosa Heads",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/626,E463A4,000000
627-4715,627,"Tewantin - Sunshine Beach via Noosa Heads",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/627,E463A4,000000
628-4715,628,"Parklands - Noosa Junction via Noosa Civic",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/628,E463A4,000000
629-4715,629,"Tewantin - Noosa Junction via Noosa Civic",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/629,E463A4,000000
630-4715,630,"Noosa - Nambour via Eumundi",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/630,E463A4,000000
631-4715,631,"Noosa - Nambour via Cooroy and Eumundi",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/631,E463A4,000000
632-4715,632,"Noosa - Cooran via Cooroy and Pomona",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/632,E463A4,000000
636-4715,636,"Nambour - University via Buderim",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/636,E463A4,000000
637-4715,637,"Nambour local loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/637,E463A4,000000
638-4715,638,"Nambour - Palmwoods loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/638,E463A4,000000
640-4814,640,"Bribie Island - Caboolture station",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/640,E463A4,000000
641-4814,641,"Banksia Beach - Bongaree (Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/641,E463A4,000000
642-4814,642,"Bribie Island PnR - Bongaree via Bellara",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/642,E463A4,000000
643-4814,643,"Bribie Island - Caboolture via Sandstone Point",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/643,E463A4,000000
644-4814,644,"Sandstone Point - Bribie Island park 'n' ride",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/644,E463A4,000000
649-4889,649,"Caboolture Station - Nambour Station (Rail Bus)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/649,E463A4,000000
651-4814,651,"Morayfield station - West Caboolture (Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/651,E463A4,000000
652-4814,652,"Caboolture Square - Beachmere (Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/652,E463A4,000000
653-4814,653,"Caboolture stn - Morayfield stn via Bellmere",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/653,E463A4,000000
654-4814,654,"Morayfield stn - Caboolture stn via Bellmere",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/654,E463A4,000000
655-4814,655,"Caboolture station - Hospital-TAFE-UniSC (Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/655,E463A4,000000
656-4814,656,"Morayfield station - Upper Caboolture (Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/656,E463A4,000000
657-4814,657,"Caboolture station - Caboolture North (Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/657,E463A4,000000
660-4889,660,"Caboolture Station - Redcliffe via Kippa-Ring",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/660,E463A4,000000
662-4889,662,"Moreton Downs - Rothwell Station",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/662,E463A4,000000
663-4889,663,"Narangba Local Service (Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/663,E463A4,000000
664-4889,664,"Burpengary Local Service (Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/664,E463A4,000000
665-4889,665,"Deception Bay - Rothwell Station",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/665,E463A4,000000
667-4889,667,"Morayfield Local Service (Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/667,E463A4,000000
668-4889,668,"Narangba Station - North Lakes",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/668,E463A4,000000
669-4680,669,"Strathpine - Warner via Lawnton",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/669,E463A4,000000
670-4680,670,"Strathpine - Warner via Warner Lakes",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/670,E463A4,000000
671-4680,671,"Strathpine - Warner",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/671,E463A4,000000
672-4680,672,"Strathpine - Warner Lakes",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/672,E463A4,000000
673-4680,673,"Strathpine - Joyner",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/673,E463A4,000000
674-4680,674,"Strathpine - Warner via Bells Pocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/674,E463A4,000000
676-4680,676,"North Lakes - Murrumba Downs via Kallangur",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/676,E463A4,000000
679-4680,679,"North Lakes - Murrumba Downs via Griffin",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/679,E463A4,000000
680-4511,680,"Redcliffe - Chermside via North Lakes and Petrie",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/680,E463A4,000000
681-4511,681,"North Lakes - Mango Hill (Morning Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/681,E463A4,000000
682-4511,682,"North Lakes - Mango Hill (Afternoon Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/682,E463A4,000000
683-4511,683,"Dakabin - Kallangur Station (Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/683,E463A4,000000
684-4511,684,"North Lakes - Kallangur East",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/684,E463A4,000000
685-4511,685,"North Lakes - Kallangur West",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/685,E463A4,000000
686-4511,686,"French's Forest - Petrie Station (Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/686,E463A4,000000
687-4511,687,"North Lakes - Mango Hill Station",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/687,E463A4,000000
688-4511,688,"North Lakes (Clockwise Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/688,E463A4,000000
689-4511,689,"North Lakes (Anti-Clockwise Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/689,E463A4,000000
690-4511,690,"Kippa-Ring - Sandgate via Redcliffe",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/690,E463A4,000000
691-4511,691,"Redcliffe - Sandgate Station",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/691,E463A4,000000
694-4511,694,"Kippa-Ring - Redcliffe via Woody Point",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/694,E463A4,000000
696-4511,696,"Kippa-Ring - Kippa Ring Loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/696,E463A4,000000
698-4511,698,"Redcliffe - Kippa-Ring via Scarborough",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/698,E463A4,000000
699-4511,699,"Redcliffe - Kippa Ring Station",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/699,E463A4,000000
700-4843,700,"Tweed Heads - Broadbeach via Burleigh Heads",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/700,E463A4,000000
704-4843,704,"Sea World - Helensvale via Harbour Town",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/704,E463A4,000000
705-4843,705,"Broadbeach - Seaworld & Main Beach via Surfers",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/705,E463A4,000000
709-4843,709,"Helensvale station - Hope Island",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/709,E463A4,000000
710-4843,710,"Uni-Hospital - Helensvale via Parkwood",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/710,E463A4,000000
711-4843,711,"Hope Island station - Southport via Runaway Bay",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/711,E463A4,000000
712-4843,712,"Southport - Coombabah via Harbour Town",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/712,E463A4,000000
713-4843,713,"Paradise Point - Southport via Harbour Town",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/713,E463A4,000000
714-4843,714,"Uni-Hospital - Helensvale via Pacific Pines",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/714,E463A4,000000
715-4843,715,"Southport - Helensvale via Arundel, Pacific Pines",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/715,E463A4,000000
716-4843,716,"Studio Village - Helensvale Station (Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/716,E463A4,000000
717-4843,717,"Pacific Pines - Helensvale Station",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/717,E463A4,000000
718-4843,718,"Santa Barbara - Helensvale via Oyster Cove",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/718,E463A4,000000
719-4843,719,"Paradise Point - Southport via Uni-Hospital",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/719,E463A4,000000
720-4843,720,"Pimpama City - Coomera Station",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/720,E463A4,000000
721-4843,721,"Coomera - Ormeau via Coomera Springs, Pimpama",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/721,E463A4,000000
